марка,модель кузова,километраж,объем двигателя,тип двигателя,регистрация,год,модель,привод,цена
Mitsubishi,crossover,155,3.0,Gas,yes,2007,Outlander XL,full,14200.0
Smart,other,16,1.0,Petrol,yes,2014,Fortwo,rear,12000.0
Land Rover,crossover,0,3.0,Diesel,yes,2016,Range Rover Sport,full,109999.0
Suzuki,vagon,178,99.99,Gas,yes,2001,Ignis,front,4800.0
Daewoo,sedan,190,2.6290927510130397,Gas,yes,2007,Lanos,front,3700.0
Mitsubishi,sedan,102,2.0,Gas,yes,2008,Lancer X,front,10200.0
Chevrolet,sedan,111,1.5,Gas,yes,2006,Aveo,front,4900.0
Chevrolet,sedan,75,1.6,Gas,yes,2012,Lacetti,front,7300.0
Volkswagen,van,274,2.5,Diesel,yes,2001,T4 (Transporter) ïàññ.,front,10700.0
Fiat,sedan,0,1.4,Petrol,yes,2016,Tipo,front,13820.0
Volkswagen,van,228,1.9,Diesel,yes,2006,Caddy ïàññ.,front,7700.0
BMW,crossover,85,4.8,Petrol,no,2010,X5,full,15000.0
Renault,van,199,1.9,Diesel,yes,2000,Kangoo ïàññ.,front,3600.0
Daewoo,sedan,58,1.5,Petrol,yes,2014,Gentra,front,10000.0
Lexus,crossover,35,3.5,Petrol,yes,2013,RX 350,full,46500.0
Mercedes-Benz,sedan,180,3.2,Diesel,yes,2008,S 320,rear,24500.0
Audi,sedan,250,2.5,Diesel,no,1999,A4,front,1850.0
Renault,van,256,1.5,Diesel,yes,2005,Kangoo ãðóç.,front,3300.0
BMW,sedan,240,2.0,Diesel,yes,2001,320,rear,8900.0
Peugeot,van,117,1.4,Diesel,yes,2009,Bipper ïàññ.,front,7500.0
Renault,hatch,84,1.5,Diesel,yes,2011,Kangoo ïàññ.,front,8400.0
Chevrolet,sedan,120,1.8,Petrol,yes,2008,Lacetti,front,7300.0
Fiat,other,290,1.9,Diesel,yes,2003,Doblo ïàññ.,front,5000.0
Skoda,hatch,84,1.8,Petrol,yes,2006,Octavia Tour,front,9600.0
Chrysler,van,346,2.5,Diesel,yes,2000,Voyager,front,4950.0
Mercedes-Benz,sedan,11,4.7,Petrol,yes,2012,CLS 500,full,59999.0
GAZ,van,180,2.46,Petrol,yes,2000,32213,rear,1700.0
Fiat,van,270,1.9,Diesel,yes,1999,Scudo ïàññ.,front,4100.0
Infiniti,sedan,84,2.5,Petrol,yes,2010,G25,rear,18500.0
Ford,other,165,2.2,Diesel,yes,2013,Transit Custom,front,14199.0
Mazda,sedan,135,2.3,Petrol,yes,2008,6 MPS,full,8500.0
Hyundai,crossover,0,2.0,Petrol,yes,2016,Tucson,full,30900.0
Great Wall,crossover,100,2.2,Gas,yes,2008,Safe,full,8000.0
Opel,vagon,290,1.4,Petrol,yes,1994,Astra F,front,2450.0
Volkswagen,van,196,1.6,Diesel,yes,2011,Caddy ãðóç.,front,9800.0
VAZ,hatch,500,1.3,Petrol,yes,1986,2108,front,1700.0
Hyundai,sedan,54,1.4,Petrol,yes,2008,Accent,front,6700.0
Volkswagen,crossover,230,3.2,Gas,yes,2003,Touareg,full,12500.0
Opel,sedan,123,2.0,Petrol,yes,2009,Insignia,front,15000.0
Toyota,crossover,130,5.7,Gas,yes,2009,Land Cruiser 200,full,38300.0
Kia,crossover,155,2.5,Diesel,yes,2008,Sorento,full,13000.0
ZAZ,sedan,3,1.1,Petrol,yes,1989,968,rear,370.5
Toyota,crossover,280,4.2,Diesel,yes,2000,Land Cruiser 100,full,14990.0
Porsche,other,69,3.8,Petrol,yes,2007,911,rear,41999.0
Ford,other,254,2.2,Diesel,yes,2011,Transit ãðóç.,front,7999.0
Mazda,sedan,0,2.0,Petrol,yes,2016,6,front,32000.0
Bentley,sedan,108,6.0,Petrol,yes,2008,Continental,full,53500.0
Toyota,hatch,160,1.0,Petrol,yes,2006,Yaris,front,5750.0
Toyota,van,0,2.5,Diesel,yes,2016,Hiace ïàññ.,rear,41900.0
VAZ,crossover,89,1.7,Petrol,yes,2009,2121,full,6200.0
Ford,other,161,2.2,Diesel,yes,2011,Transit ãðóç.,front,8499.0
ZAZ,hatch,129,1.1,Gas,yes,1999,1103 Ñëàâóòà,front,1650.0
Opel,hatch,129,1.3,Diesel,yes,2007,Astra H,front,8399.0
Ford,other,228,2.2,Diesel,yes,2011,Transit ãðóç.,front,10500.0
Infiniti,crossover,55,4.5,Gas,yes,2007,FX 45,full,19000.0
Lifan,sedan,34,1.6,Petrol,yes,2009,520,front,3650.0
Mercedes-Benz,crossover,0,4.0,Petrol,yes,2016,GLS 400,full,124000.0
Land Rover,crossover,0,2.2,Diesel,yes,2016,Discovery Sport,full,57000.0
Smart,other,125,0.6,Petrol,yes,2002,Fortwo,rear,4150.0
Infiniti,sedan,98,3.7,Petrol,yes,2013,M37,full,29000.0
Smart,other,220,0.6,Petrol,yes,2001,Fortwo,rear,4100.0
Volvo,sedan,300,2.5,Petrol,yes,1993,850,front,2900.0
Fiat,vagon,112,1.4,Other,yes,2007,Doblo Panorama,front,7000.0
GAZ,sedan,70,2.4,Other,yes,1991,2410,rear,1999.0
Ford,hatch,30,1.4,Petrol,yes,2011,Fiesta,front,10500.0
Smart,other,3,0.6,Petrol,yes,1999,Forfour,rear,3200.0
Volkswagen,vagon,229,2.0,Diesel,yes,2009,Passat B6,front,14500.0
Honda,hatch,70,1.3,Petrol,yes,2011,Jazz,front,7850.0
Toyota,hatch,136,1.6,Petrol,yes,2007,Corolla,front,8300.0
Kia,sedan,55,1.6,Petrol,yes,2013,Rio,front,10300.0
Mercedes-Benz,van,259,3.0,Diesel,yes,2007,Vito ïàññ.,rear,13500.0
Peugeot,hatch,87,1.8,Diesel,yes,1988,205,front,1999.0
Mercedes-Benz,other,8,4.6,Petrol,yes,2015,S 500,full,160000.0
Hyundai,van,342,2.5,Diesel,yes,2000,H 200 ãðóç.,rear,5300.0
Mercedes-Benz,van,95,2.2,Diesel,yes,2013,Vito ïàññ.,rear,31500.0
Skoda,sedan,118,1.8,Petrol,yes,2010,Octavia A5,front,12800.0
VAZ,sedan,114,1.5,Gas,yes,2005,21099,front,2999.0
VAZ,hatch,90,1.6,Petrol,yes,2011,2172,front,3900.0
MINI,other,119,1.4,Diesel,yes,2003,One,front,10500.0
Chevrolet,other,0,2.0,Petrol,yes,2016,Camaro,rear,65000.0
Chery,sedan,58,2.0,Petrol,yes,2007,Elara,front,3700.0
Nissan,sedan,56,3.0,Other,yes,1998,Gloria,rear,7200.0
Ford,sedan,82,1.6,Gas,yes,1991,Orion,front,1400.0
Citroen,van,299,2.0,Diesel,yes,2005,Berlingo ïàññ.,front,4600.0
Subaru,hatch,96,2.5,Petrol,yes,2008,Impreza WRX STI,full,16999.0
Lexus,crossover,152,4.7,Gas,yes,2007,LX 470,full,24555.0
Volkswagen,hatch,157,1.6,Petrol,yes,2008,Golf Plus,front,8200.0
Hyundai,crossover,102,2.0,Petrol,yes,2008,Tucson,full,12777.0
Mitsubishi,sedan,150,1.8,Gas,yes,2004,Virage,front,6000.0
Dacia,hatch,127,2.6290927510130397,Petrol,yes,2003,SuperNova,front,2850.0
Nissan,van,153,3.5,Other,no,2004,Elgrand,rear,6350.0
Mercedes-Benz,hatch,230,1.7,Other,no,2001,A 170,front,1990.0
Opel,sedan,350,2.0,Petrol,yes,1990,Omega,rear,500.0
Mitsubishi,hatch,367,1.6,Gas,yes,1997,Carisma,front,4000.0
Volkswagen,hatch,311,1.6,Gas,yes,1986,Golf II,full,3100.0
Toyota,crossover,168,4.0,Gas,yes,2004,Land Cruiser Prado,full,17500.0
Mercedes-Benz,van,368,2.2,Diesel,yes,2000,Vito ïàññ.,front,5800.0
VAZ,crossover,111,1.6,Petrol,yes,1981,2121,full,850.0
BMW,other,280,2.5,Petrol,yes,1985,325,rear,4300.0
Dadi,other,79,2.28,Petrol,yes,2007,BDD,rear,4500.0
Nissan,hatch,35,2.6290927510130397,Other,yes,2015,Leaf,front,16200.0
Ford,van,31,1.5,Diesel,yes,2015,Tourneo Courier,front,15000.0
Volkswagen,sedan,320,1.8,Gas,yes,1990,Passat B3,front,3200.0
Volkswagen,hatch,62,1.2,Diesel,yes,2011,Polo,front,9500.0
Seat,sedan,160,1.4,Gas,yes,2006,Cordoba,front,5500.0
VAZ,hatch,1,1.5,Petrol,yes,2006,21093,front,2750.0
Fiat,vagon,220,1.6,Gas,no,2003,Stilo,front,2550.0
Chevrolet,van,140,4.3,Petrol,yes,2004,Astro ïàññ.,rear,6800.0
ZAZ,hatch,25,1.5,Petrol,yes,2014,Vida,front,6880.0
BMW,crossover,117,2.0,Diesel,yes,2010,X1,rear,23700.0
UAZ,crossover,76,2.4,Gas,yes,1976,469,full,2200.0
BMW,crossover,48,4.4,Petrol,yes,2009,X6,full,40000.0
Opel,hatch,160,1.6,Petrol,yes,2005,Astra H,front,7200.0
Jeep,crossover,143,3.0,Diesel,yes,2008,Grand Cherokee,full,19500.0
VAZ,sedan,30,1.3,Petrol,yes,1986,2106,rear,703.95
Mercedes-Benz,sedan,119,4.7,Petrol,yes,2012,S 500,full,51000.0
Toyota,sedan,140,1.6,Petrol,yes,2008,Corolla,front,9400.0
Skoda,hatch,66,1.4,Petrol,yes,2013,Fabia,front,8500.0
Hyundai,hatch,76,1.1,Petrol,yes,2011,i10,front,8500.0
Renault,hatch,77,1.6,Petrol,yes,2011,Megane,front,9500.0
Suzuki,crossover,231,2.7,Petrol,yes,2007,Grand Vitara,full,10300.0
Toyota,sedan,204,1.8,Other,yes,2008,Avensis,front,10600.0
Skoda,sedan,125,1.8,Petrol,yes,2012,Octavia A5,front,13800.0
Skoda,hatch,131,1.4,Petrol,yes,2011,Fabia,front,7300.0
Renault,sedan,89,1.6,Petrol,yes,2012,Fluence,front,9500.0
Toyota,sedan,144,1.3,Petrol,yes,2012,Corolla,front,10400.0
Renault,crossover,89,2.5,Petrol,yes,2010,Koleos,full,12900.0
Ford,sedan,73,1.6,Petrol,yes,2011,Focus,front,9900.0
Skoda,sedan,87,1.6,Petrol,yes,2009,Octavia Tour,front,8600.0
Hyundai,vagon,90,2.0,Petrol,yes,2012,Tucson,full,12700.0
JAC,crossover,7,2.0,Gas,yes,2014,S5,front,11900.0
BMW,crossover,110,4.4,Petrol,yes,2011,X6,full,37500.0
Skoda,vagon,90,1.8,Petrol,yes,2011,Yeti,full,13500.0
Fiat,van,375,1.3,Diesel,yes,2008,Doblo ãðóç.,front,4490.0
Opel,vagon,270,1.7,Diesel,yes,2003,Astra G,front,5100.0
Ford,hatch,30,2.6290927510130397,Other,yes,2013,Focus Electric,front,16600.0
Mercedes-Benz,sedan,370,2.2,Petrol,yes,1995,E-Class,rear,7000.0
Hyundai,sedan,87,1.6,Petrol,yes,2012,Elantra,front,12600.0
Renault,sedan,260,1.79,Petrol,yes,1994,19,front,2500.0
Volvo,sedan,312,2.4,Petrol,yes,2000,S80,front,7700.0
Cadillac,crossover,143,4.6,Petrol,yes,2006,SRX,full,20500.0
Chevrolet,hatch,157,1.5,Petrol,yes,2008,Aveo,front,5500.0
Chery,hatch,1,1.6,Petrol,yes,2011,M11,front,9000.0
Suzuki,crossover,190,1.6,Gas,yes,1992,Vitara,full,3500.0
Audi,crossover,185,4.2,Petrol,yes,2006,Q7,full,20900.0
Land Rover,crossover,83,2.4,Diesel,yes,2008,Defender,full,45000.0
Ford,other,1,5.0,Petrol,yes,2016,Mustang GT,rear,68900.0
Opel,sedan,1,1.4,Petrol,yes,2008,Astra G,front,10999.0
Alfa Romeo,hatch,800,1.4,Petrol,yes,2012,Giulietta,front,17500.0
VAZ,sedan,42,1.6,Gas,yes,2004,2107,rear,1850.0
Mercedes-Benz,hatch,140,1.7,Gas,yes,2007,B 170,front,12700.0
Mitsubishi,van,168,1.8,Petrol,no,2001,Space Star,front,1999.0
Daewoo,hatch,166,1.6,Petrol,no,1999,Lanos,front,1100.0
Chevrolet,sedan,132,1.6,Gas,yes,2007,Aveo,front,6999.0
Toyota,sedan,90,2.5,Gas,yes,2012,Camry,front,16030.0
Chevrolet,van,120,3.5,Petrol,yes,2013,Express ïàññ.,full,44700.0
Volkswagen,van,120,3.5,Petrol,yes,2013,Sharan,full,44700.0
Ford,hatch,47,1.4,Diesel,yes,2012,Fiesta,front,9000.0
Chevrolet,sedan,107,1.5,Petrol,yes,2007,Aveo,front,4900.0
VAZ,sedan,73,1.5,Petrol,yes,2004,2107,rear,1700.0
VAZ,vagon,209,1.6,Petrol,yes,2005,2111,front,2800.0
Jeep,crossover,170,3.0,Diesel,yes,2005,Grand Cherokee,full,16999.0
Honda,hatch,90,1.8,Petrol,yes,2008,Civic,front,10500.0
Bogdan,sedan,30,1.6,Petrol,yes,2014,2110,front,5000.0
Toyota,crossover,281,4.2,Diesel,yes,1999,Land Cruiser 100,full,16200.0
Fiat,hatch,230,1.5,Petrol,yes,1988,Uno,front,1000.0
Mercedes-Benz,van,160,2.2,Diesel,yes,2008,Vito ïàññ.,rear,9350.0
Renault,van,128,1.5,Diesel,yes,2009,Kangoo ïàññ.,rear,7500.0
Fiat,van,190,1.3,Diesel,yes,2005,Doblo ãðóç.,front,3900.0
VAZ,crossover,92,1.7,Petrol,yes,2004,2121,full,3700.0
BMW,sedan,264,3.0,Diesel,yes,2001,530,rear,9800.0
VAZ,sedan,180,1.5,Gas,yes,2004,2115,front,2600.0
BMW,sedan,270,3.5,Petrol,yes,1998,735,rear,6300.0
Mercedes-Benz,sedan,71,2.2,Diesel,yes,2012,E-Class,rear,30900.0
Smart,other,1,2.6290927510130397,Other,yes,2014,Fortwo,rear,19999.0
Skoda,sedan,137,1.2,Petrol,yes,2011,Octavia A5,front,12200.0
Audi,vagon,160,2.0,Petrol,yes,2010,A4 Allroad,full,19999.0
VAZ,hatch,20,1.5,Petrol,yes,1990,2108,front,1500.0
Kia,van,145,2.0,Diesel,yes,2008,Carens,front,8000.0
Mercedes-Benz,other,406,2.2,Diesel,yes,2003,Vito ïàññ.,front,7500.0
BMW,sedan,320,3.0,Gas,yes,2000,530,rear,6500.0
Volkswagen,sedan,235,2.0,Petrol,yes,2007,Passat B6,front,10300.0
Mercedes-Benz,sedan,27,3.0,Diesel,yes,2014,S 350,full,119000.0
Subaru,crossover,80,2.0,Petrol,yes,2012,Forester,full,18500.0
BMW,sedan,230,2.0,Petrol,yes,1998,520,rear,6800.0
Hyundai,crossover,90,2.0,Diesel,yes,2008,Tucson,full,12500.0
Mercedes-Benz,other,0,1.6,Petrol,yes,2016,C-Class,rear,57000.0
BMW,sedan,326,2.8,Petrol,yes,1998,528,rear,7700.0
Mercedes-Benz,sedan,9,3.0,Diesel,yes,2014,S 350,full,125000.0
VAZ,sedan,170,1.5,Gas,yes,2003,2110,front,2250.0
Mercedes-Benz,crossover,242,2.7,Diesel,yes,2005,ML 270,full,14800.0
Mercedes-Benz,sedan,285,1.8,Gas,yes,2003,E-Class,rear,10500.0
Volkswagen,sedan,90,1.4,Petrol,yes,2003,New Beetle,front,7990.0
Mercedes-Benz,van,122,3.0,Diesel,yes,2012,Vito ïàññ.,rear,26600.0
Peugeot,van,196,1.6,Diesel,yes,2008,Partner ïàññ.,front,8600.0
BMW,hatch,77,3.0,Petrol,yes,2012,535,full,51500.0
Peugeot,vagon,1,1.2,Petrol,yes,2016,2008,front,16300.0
VAZ,sedan,160,1.5,Petrol,yes,2004,2107,rear,2100.0
Ford,van,0,3.2,Diesel,yes,2016,Transit ïàññ.,rear,109000.0
Nissan,sedan,124,2.0,Petrol,yes,1991,Primera,front,2000.0
Mercedes-Benz,sedan,230,2.7,Diesel,no,2005,E-Class,rear,5600.0
Smart,other,130,0.7,Other,yes,2005,Fortwo,rear,5500.0
Smart,other,126,0.6,Gas,yes,2001,Fortwo,rear,4500.0
Kia,crossover,0,1.7,Diesel,yes,2016,Sportage,front,20633.886
Nissan,hatch,40,2.6290927510130397,Other,yes,2014,Leaf,front,16500.0
VAZ,crossover,95,1.7,Petrol,yes,2007,2121,full,4600.0
Nissan,sedan,448,2.0,Gas,yes,1988,Bluebird,front,2500.0
Volkswagen,van,178,2.6290927510130397,Diesel,yes,2008,T5 (Transporter) ïàññ.,front,11200.0
BMW,crossover,33,2.0,Petrol,yes,2014,X3,full,42000.0
Peugeot,sedan,10,1.9,Gas,yes,1990,405,front,1250.0
Chery,hatch,133,1.1,Petrol,yes,2005,QQ,front,2500.0
Audi,sedan,186,2.5,Diesel,yes,1996,A6,front,8300.0
Peugeot,hatch,0,1.2,Petrol,yes,2015,208,front,12745.2
Renault,van,183,2.0,Diesel,yes,2011,Trafic ãðóç.,front,11300.0
VAZ,hatch,95,1.6,Petrol,yes,2008,2172,front,4400.0
VAZ,sedan,158,1.5,Gas,yes,2006,21099,front,3800.0
VAZ,other,207,1.6,Petrol,yes,2011,2113,front,3600.0
Volkswagen,vagon,199,1.8,Petrol,yes,1999,Sharan,front,5700.0
Opel,sedan,220,2.0,Petrol,yes,1997,Vectra B,front,4800.0
Audi,sedan,370,2.5,Diesel,no,1998,A6,front,2550.0
Renault,sedan,100,1.4,Petrol,yes,2006,Clio,front,4800.0
Fiat,van,156,1.6,Diesel,yes,2011,Doblo ãðóç.,front,6999.0
Mitsubishi,sedan,180,2.0,Gas,yes,2008,Lancer X,front,7600.0
VAZ,sedan,10,1.3,Petrol,yes,1979,2101,rear,463.125
Nissan,crossover,4,1.6,Petrol,yes,2015,Juke,front,19900.0
Volkswagen,van,310,1.9,Diesel,yes,1997,T4 (Transporter) ïàññ.,front,6500.0
Fiat,van,171,2.0,Diesel,yes,2006,Ducato ãðóç.,front,5400.0
VAZ,sedan,140,1.6,Petrol,yes,2007,2170,front,3100.0
BMW,sedan,271,3.0,Diesel,yes,2001,530,rear,9999.0
Chrysler,sedan,200,3.5,Petrol,no,1999,300 M,front,2700.0
Opel,sedan,212,2.2,Gas,yes,2000,Vectra B,front,4999.0
Land Rover,crossover,86,5.0,Petrol,yes,2010,Range Rover,full,42000.0
Chrysler,sedan,171,5.7,Other,yes,2005,300 C,full,17700.0
Fiat,van,250,1.9,Diesel,yes,2007,Doblo ãðóç.,front,5999.0
ZAZ,other,86,1.2,Petrol,yes,2005,110557,front,1980.0
Subaru,crossover,86,2.5,Petrol,yes,2006,Forester,full,12100.0
BMW,crossover,76,4.4,Petrol,yes,2010,X6 M,full,45500.0
Geely,sedan,175,1.6,Gas,yes,2008,MK,front,4700.0
Peugeot,sedan,98,1.6,Diesel,yes,2011,3008,front,15000.0
Audi,vagon,243,2.5,Diesel,yes,2003,A6,full,10500.0
Renault,vagon,100,1.5,Diesel,yes,2009,Kangoo ïàññ.,front,8999.0
Renault,vagon,100,1.5,Diesel,yes,2010,Kangoo ïàññ.,front,9999.0
Volkswagen,vagon,298,1.8,Petrol,yes,1998,Golf III,front,4300.0
Mercedes-Benz,other,170,2.2,Petrol,no,2001,CLK 220,rear,7000.0
Volkswagen,van,125,1.6,Diesel,yes,2011,Caddy ãðóç.,front,8999.0
Mitsubishi,hatch,92,1.6,Petrol,yes,2003,Carisma,front,5900.0
VAZ,crossover,0,1.7,Petrol,yes,2016,2121,full,10740.795
Opel,hatch,386,2.0,Gas,yes,1995,Vectra B,front,3200.0
BMW,sedan,390,1.8,Gas,yes,1996,318,rear,5900.0
Nissan,hatch,120,1.0,Petrol,yes,2011,Micra,front,6990.0
Citroen,van,265,2.0,Diesel,yes,2001,Jumpy ïàññ.,front,5500.0
BMW,crossover,7,4.4,Petrol,yes,2015,X5 M,full,133000.0
Opel,vagon,99,2.0,Diesel,no,1999,Astra G,front,1250.0
Ford,vagon,155,1.3,Gas,yes,1998,Escort,front,3200.0
Chery,hatch,136,1.6,Petrol,yes,2008,Amulet,front,2950.0
VAZ,sedan,155,1.5,Petrol,yes,2005,21099,front,2800.0
Nissan,sedan,100,1.6,Gas,yes,2012,Almera,front,8200.0
Opel,sedan,304,2.0,Petrol,yes,1992,Vectra A,front,2850.0
Renault,vagon,155,1.5,Diesel,yes,2012,Megane,front,11700.0
ZAZ,sedan,2,1.1,Petrol,yes,1993,1102 Òàâðèÿ,front,600.0
Suzuki,crossover,160,2.5,Other,yes,2000,Vitara,full,7700.0
Hyundai,sedan,114,1.4,Petrol,yes,2008,Accent,front,6200.0
Hyundai,van,160,2.5,Diesel,yes,2009,H1 ãðóç.,rear,9100.0
Volkswagen,sedan,107,1.6,Gas,yes,2011,Polo,front,9600.0
Opel,vagon,263,1.6,Petrol,yes,1998,Astra F,front,3299.0
Chrysler,sedan,200,3.5,Gas,yes,1994,LHS,front,3800.0
Smart,hatch,115,0.6,Petrol,yes,1998,Fortwo,rear,3600.0
Mercedes-Benz,sedan,300,2.8,Gas,yes,1979,S 280,rear,2990.0
BMW,sedan,16,3.0,Diesel,yes,2015,730,full,112000.0
BMW,crossover,38,3.0,Petrol,yes,2009,X6,full,39000.0
Audi,sedan,470,2.0,Diesel,yes,1997,A6,front,6700.0
Mazda,sedan,155,2.0,Petrol,yes,2007,6,front,8999.0
BMW,crossover,115,4.4,Petrol,yes,2010,X5,full,39500.0
Mercedes-Benz,crossover,185,3.0,Diesel,yes,2008,GL 320,full,27300.0
Opel,vagon,110,1.3,Diesel,yes,2013,Astra J,front,10600.0
Volkswagen,sedan,1,1.4,Petrol,yes,2015,Jetta,front,21500.0
Mercedes-Benz,crossover,400,3.0,Diesel,yes,1997,Sprinter 212 ïàññ.,full,15000.0
Ford,crossover,1,3.5,Petrol,yes,2013,Explorer,full,64300.0
BMW,sedan,297,2.5,Petrol,yes,2000,525,rear,6800.0
Peugeot,hatch,216,1.1,Petrol,yes,2005,206,front,4100.0
Opel,other,240,2.0,Petrol,yes,1992,Calibra,front,6000.0
VAZ,sedan,29,1.5,Petrol,yes,1996,2107,rear,1050.0
Lexus,sedan,150,4.6,Petrol,yes,2007,LS 460,rear,19900.0
Opel,sedan,250,2.2,Petrol,yes,1986,Rekord,rear,1300.0
Toyota,crossover,135,2.0,Gas,yes,2007,Land Cruiser Prado,full,21500.0
Land Rover,crossover,240,4.4,Petrol,yes,2003,Range Rover,full,22000.0
Mitsubishi,crossover,85,2.6290927510130397,Gas,yes,2006,Outlander,full,10600.0
Ford,sedan,79,2.0,Petrol,yes,2012,Mondeo,front,16900.0
GAZ,other,60,2.5,Petrol,yes,1984,2410,front,1500.0
Smart,other,32,1.0,Petrol,yes,2008,Fortwo,rear,9500.0
Subaru,crossover,245,2.0,Gas,yes,2005,Forester,full,10500.0
Renault,van,164,2.0,Diesel,yes,2012,Trafic ãðóç.,front,10100.0
Ford,hatch,54,1.4,Petrol,yes,2012,Fiesta,front,10499.0
Audi,vagon,1,2.0,Diesel,yes,2008,A4,front,12450.0
Volkswagen,van,255,2.5,Diesel,yes,2002,T4 (Transporter) ïàññ.,front,9700.0
Volkswagen,hatch,260,1.8,Gas,yes,1987,Golf II,front,2200.0
Fiat,van,163,1.4,Gas,yes,2012,Doblo ãðóç.,front,8950.0
Ford,other,1,2.3,Petrol,yes,2016,Mustang,rear,56900.0
Mercedes-Benz,sedan,16,3.0,Diesel,yes,2014,S 350,full,144900.0
BMW,sedan,114,2.6290927510130397,Petrol,yes,2005,M5,rear,24500.0
Mercedes-Benz,vagon,380,2.9,Diesel,yes,1997,E-Class,rear,7300.0
BMW,crossover,147,3.0,Diesel,yes,2008,X5,full,30500.0
Lexus,sedan,146,3.0,Petrol,yes,2006,GS 300,rear,15000.0
Ford,vagon,245,1.6,Petrol,yes,2003,Focus,front,4500.0
Volkswagen,van,345,1.9,Diesel,no,2002,Sharan,front,4100.0
Opel,sedan,260,1.8,Petrol,yes,1988,Omega,rear,2150.0
Lexus,crossover,275,4.7,Gas,yes,2004,LX 470,full,19990.0
VAZ,sedan,198,1.6,Petrol,yes,2002,2110,front,2800.0
Mazda,hatch,448,1.6,Petrol,yes,1986,626,front,1100.0
Toyota,hatch,160,1.0,Petrol,yes,1999,Yaris,front,3900.0
Honda,crossover,0,1.6,Diesel,yes,2016,CR-V,full,41000.0
Citroen,hatch,124,1.4,Petrol,yes,2011,C3 Picasso,front,11400.0
BMW,sedan,55,3.0,Diesel,yes,2013,530,full,52300.0
Kia,other,112,1.4,Petrol,yes,2008,Pro Ceed,front,8400.0
Mercedes-Benz,van,145,2.2,Diesel,yes,2010,Vito ïàññ.,rear,17800.0
Skoda,vagon,148,1.8,Petrol,yes,2010,Octavia A5,front,11500.0
Smart,other,7,1.0,Petrol,yes,2014,Fortwo,rear,11900.0
Volkswagen,hatch,400,1.3,Other,yes,1987,Golf II,front,2200.0
Mercedes-Benz,other,250,2.2,Diesel,yes,2002,Vito ïàññ.,front,5500.0
Ford,van,283,1.8,Diesel,yes,2004,Transit Connect ïàññ.,front,5600.0
Dodge,van,450,2.5,Diesel,yes,2003,Ram Van,front,7200.0
Volkswagen,hatch,220,1.4,Petrol,yes,2003,Polo,front,5000.0
Opel,van,214,2.0,Diesel,yes,2008,Vivaro ïàññ.,front,12400.0
VAZ,hatch,1,1.3,Petrol,yes,1988,2108,front,1250.0
Mitsubishi,sedan,113,2.0,Petrol,yes,2007,Lancer X,front,8100.0
Nissan,sedan,115,2.5,Gas,yes,2011,Teana,front,15500.0
Honda,other,56,2.4,Petrol,yes,2014,Accord,front,28500.0
Nissan,hatch,13,2.6290927510130397,Other,yes,2014,Leaf,front,16800.0
Renault,vagon,184,1.5,Diesel,yes,2011,Megane,front,11300.0
Honda,other,58,2.4,Petrol,yes,2015,Accord,front,27600.0
Skoda,hatch,161,1.2,Petrol,yes,2011,Fabia,front,7650.0
Tesla,crossover,0,2.6290927510130397,Other,yes,2016,Model X,full,176900.0
Renault,vagon,0,1.5,Diesel,yes,2016,Dokker ïàññ.,front,15635.1
Daewoo,sedan,200,1.5,Gas,yes,2004,Lanos,front,3200.0
Smart,other,100,1.0,Petrol,yes,2008,Fortwo,rear,7100.0
Mercedes-Benz,sedan,370,2.0,Petrol,yes,1997,E-Class,rear,5200.0
Renault,van,310,2.5,Diesel,yes,2005,Master ïàññ.,front,6950.0
Infiniti,crossover,34,3.7,Petrol,yes,2010,EX 37,full,28000.0
BMW,sedan,1,3.0,Diesel,yes,2000,530,rear,10600.0
Lexus,crossover,1,3.5,Petrol,yes,2016,RX 350,full,87200.0
BMW,sedan,355,3.0,Diesel,yes,2000,730,rear,8700.0
Opel,hatch,10,1.8,Gas,yes,1993,Vectra A,front,3300.0
Audi,hatch,160,1.4,Petrol,yes,2011,A3,front,15900.0
Kia,hatch,76,1.6,Petrol,yes,2008,Ceed,front,8900.0
Hyundai,other,60,1.6,Other,yes,2011,Elantra,front,8960.0
Mercedes-Benz,other,0,4.7,Petrol,yes,2016,S 500,full,185555.0
VAZ,vagon,97,1.6,Gas,yes,2011,2171,front,5000.0
VAZ,other,54,1.6,Gas,yes,1981,2121,full,3000.0
Fiat,vagon,200,1.9,Diesel,yes,2007,Doblo ïàññ.,front,7500.0
Citroen,sedan,5,1.6,Diesel,yes,2013,C-Elysee,front,2850.0
Mitsubishi,crossover,1,2.0,Petrol,yes,1986,Pajero,full,5500.0
Mitsubishi,crossover,95,3.2,Diesel,no,2008,Pajero Wagon,full,10500.0
Volkswagen,hatch,122,1.4,Petrol,yes,1993,Golf III,front,3350.0
Dodge,other,53,5.7,Gas,yes,2010,RAM,full,32900.0
Volkswagen,sedan,440,1.6,Diesel,yes,1991,Jetta,front,2500.0
Audi,vagon,189,2.5,Diesel,yes,2003,A6,full,9700.0
BMW,crossover,108,3.0,Petrol,yes,2008,X6,full,32000.0
Renault,sedan,2,1.5,Diesel,yes,2015,Fluence,front,20007.0
VAZ,sedan,87,1.6,Petrol,yes,2008,2110,front,4300.0
ZAZ,sedan,30,1.5,Gas,yes,2015,Vida,front,7950.0
Lexus,sedan,116,3.5,Other,yes,2007,GS 350,full,19500.0
